phrase,diacritics_phrase
"prezent, lipiți unul de altul, mergeau cu încăpățânare prin oraș fără să vadă","prezent, lipiti unul de altul, mergeau cu incapatanare prin oras fara sa vada"
"mulțimea care îi înconjura, cu neluarea-aminte neclintită pe care o dau marile","multimea care ii inconjura, cu neluarea-aminte neclintita pe care o dau marile"
"pasiuni. Cottard se înduioșa. Ai naibiin, zicea el. i vorbea tare, se simțea în","pasiuni. Cottard se induiosa. Ai naibiin, zicea el. i vorbea tare, se simtea in"
"largul lui în mijlocul febrei colective, a bacșișurilor regești care zăngăneau în jur","largul lui in mijlocul febrei colective, a bacsisurilor regesti care zanganeau in jur"
și a intrigilor care se înnodau înaintea ochilor lor.'',si a intrigilor care se innodau inaintea ochilor lor.''
"Totuși, Tarrou socotea că nu era prea multă răutate în atitudinea lui Cottard.","Totusi, Tarrou socotea ca nu era prea multa rautate in atitudinea lui Cottard."
"Acel ,Am trecut prin asta înaintea lor'' marca mai mult nefericire decât triumf.","Acel ,Am trecut prin asta inaintea lor'' marca mai mult nefericire decat triumf."
",Cred, zicea Tarrou, că începe să țină la acești oameni închiși între cerul și",",Cred, zicea Tarrou, ca incepe sa tina la acesti oameni inchisi intre cerul si"
"zidurile orașului lor. De exemplu, el le-ar explica bucuros, dacă ar putea-o face,","zidurile orasului lor. De exemplu, el le-ar explica bucuros, daca ar putea-o face,"
"că lucrurile nu sunt atât de cumplite pe cât par: i auziți, zicea el: după ciuma o","ca lucrurile nu sunt atat de cumplite pe cat par: i auziti, zicea el: dupa ciuma o"
"să fac aia, o să dreg ailaltă... Își otrăvesc existența în loc să stea liniștiți. Și nici","sa fac aia, o sa dreg ailalta... Isi otravesc existenta in loc sa stea linistiti. Si nici"
măcar nu-și dau seama de avantajele pe care le au. Oare eu puteam să zic: după,macar nu-si dau seama de avantajele pe care le au. Oare eu puteam sa zic: dupa
arestarea mea o să fac aia? Arestarea e un început și nu un sfârșit. În timp ce,arestarea mea o sa fac aia? Arestarea e un inceput si nu un sfarsit. In timp ce
"ciumă. .. Vreți să știți părerea mea Sunt nenorociți pentru canu se destind, nu","ciuma. .. Vreti sa stiti parerea mea Sunt nenorociti pentru canu se destind, nu"
"se lăsă în voia momentului. i eu știu ce spun ,,","se lasa in voia momentului. i eu stiu ce spun ,,"
",El știe într-adevăr ce spune, adăugă Tarrou. El judecă la adevărata lor valoare",",El stie intr-adevar ce spune, adauga Tarrou. El judeca la adevarata lor valoare"
"contradicțiile locuitorilor Oranului care, în timp ce simt profund nevoia căildurii","contradictiile locuitorilor Oranului care, in timp ce simt profund nevoia caildurii"
"umane care să-i apropie, nu pot totuși să i se lase în voie din pricina neîncrederii","umane care sa-i apropie, nu pot totusi sa i se lase in voie din pricina neincrederii"
care îi îndepărtează pe unii de alții. Se știe prea bine că nu poți să ai încredere în,care ii indeparteaza pe unii de altii. Se stie prea bine ca nu poti sa ai incredere in
"vecin, că el e în stare să-ți dea ciuma fără să știi și să profite de delăsarea ta ca să","vecin, ca el e in stare sa-ti dea ciuma fara sa stii si sa profite de delasarea ta ca sa"
"te infecteze. Când ți-ai petrecut timpul în felul lui Cottard, văzând denunțători","te infecteze. Cand ti-ai petrecut timpul in felul lui Cottard, vazand denuntatori"
"posibili printre toți cei cărora, totuși, le căutai tovărășia, poți să înțelegi acest","posibili printre toti cei carora, totusi, le cautai tovarasia, poti sa intelegi acest"
sentiment. Înțelegi foarte bine durerea oamenilor care trăiesc cu ideea că flagelul,sentiment. Intelegi foarte bine durerea oamenilor care traiesc cu ideea ca flagelul
"poate, de la o zi la alta, să le pună mâna pe umăr și că se pregătește poate s-o și","poate, de la o zi la alta, sa le puna mana pe umar si ca se pregateste poate s-o si"
facă în momentul în care ei se bucură de a fi fnca sănătoși și zdraveni. Pe cât e,faca in momentul in care ei se bucura de a fi fnca sanatosi si zdraveni. Pe cat e
"cu putință, Cottard se simte bine în mijlocul terorii. Dar pentru că a simțit toate","cu putinta, Cottard se simte bine in mijlocul terorii. Dar pentru ca a simtit toate"
"acestea înaintea lor, eu cred că el nu poate să resimtă fn întregime, împreună cu","acestea inaintea lor, eu cred ca el nu poate sa resimta fn intregime, impreuna cu"
"ei, cruzimea acestei incertitudini, într-un cuvânt, cu noi, care nu suntem încă","ei, cruzimea acestei incertitudini, intr-un cuvant, cu noi, care nu suntem inca"
"morți de ciumă, el simte foarte bine cai libertatea și viața să sunt în fiecare zi fn","morti de ciuma, el simte foarte bine cai libertatea si viata sa sunt in fiecare zi fn"
"ajun de a fi distruse. Dar pentru cai el însuși a trăit în teroare, găsește normal casi","ajun de a fi distruse. Dar pentru cai el insusi a trait in teroare, gaseste normal casi"
"ceilalți s-o cunoască la rândul lor. Mai exact, teroarea i se pare acum mai puțin","ceilalti s-o cunoasca la randul lor. Mai exact, teroarea i se pare acum mai putin"
grea de dus în spinare decât dacă ar fi cu totul singur. Tocmai aici n-are dreptate,grea de dus in spinare decat daca ar fi cu totul singur. Tocmai aici n-are dreptate
"și e mai greu de înțeles decât alții. Dar, la urma urmei, tocmai pentru asta merită","si e mai greu de inteles decat altii. Dar, la urma urmei, tocmai pentru asta merita"
el mai mult decât alții să încerci să-l înțelegi.'',el mai mult decat altii sa incerci sa-l intelegi.''
"În sfârșit, paginile lui Tarrou se termină cu o povestire care ilustrează aceasta","In sfarsit, paginile lui Tarrou se termina cu o povestire care ilustreaza aceasta"
conștiința ciudată la care ajungeau în același timp și Cottard și ciumații. Aceasta,constiinta ciudata la care ajungeau in acelasi timp si Cottard si ciumatii. Aceasta
povestire redă oarecum atmosfera grea a acestei epoci și de aceea povestitorul ii,povestire reda oarecum atmosfera grea a acestei epoci si de aceea povestitorul ii
acordă importantă.,acorda importanta.
Se duseseră la Opera Municipală unde se cântă Orfeu și Euridice. Cotard l,Se dusesera la Opera Municipala unde se canta Orfeu si Euridice. Cotard l
"invitase pe Tarrou. Era vorba de o trupă care venise primăvara, la începutul","invitase pe Tarrou. Era vorba de o trupa care venise primavara, la inceputul"
"ciumei, să dea reprezentații în orașul nostru. Blocată de epidemie, această trupă","ciumei, sa dea reprezentatii in orasul nostru. Blocata de epidemie, aceasta trupa"
"se văzuse constrânsă, după un acord cu Opera noastră, să-și reia spectacolul o","se vazuse constransa, dupa un acord cu Opera noastra, sa-si reia spectacolul o"
"dată pe săptămână. Astfel, de luni de zile, în fiecare vineri, teatrul nostru","data pe saptamana. Astfel, de luni de zile, in fiecare vineri, teatrul nostru"
municipal răsună de vaietele melodioase ale lui Orfeu și de chemările,municipal rasuna de vaietele melodioase ale lui Orfeu si de chemarile
"neputincioase ale Euridicei. Totuși, acest spectacol continuă să se bucure de","neputincioase ale Euridicei. Totusi, acest spectacol continua sa se bucure de"
favoarea publicului nostru și aducea mereu încasări bune. Instalați pe locurile,favoarea publicului nostru si aducea mereu incasari bune. Instalati pe locurile
"cele mai scumpe, Cottard și Tarrou dominau un parter plin până la refuz de cei","cele mai scumpe, Cottard si Tarrou dominau un parter plin pana la refuz de cei"
mai eleganți dintre concetățenii noștri. Cei care soseau se străduiau vizibil să nu-,mai eleganti dintre concetatenii nostri. Cei care soseau se straduiau vizibil sa nu-
"și rateze efectul apariției lor în sală. La lumină orbitoare din fața cortinei, în timp","si rateze efectul aparitiei lor in sala. La lumina orbitoare din fata cortinei, in timp"
"ce orchestră 1yi acordă discret instrumentele, siluetele se detașau cu precizie,","ce orchestra 1yi acorda discret instrumentele, siluetele se detasau cu precizie,"
"treceau dintr-un rând în altul, se înclinau cu grație. În murmurul de voci al unei","treceau dintr-un rand in altul, se inclinau cu gratie. In murmurul de voci al unei"
"conversații alese, oamenii își reluau siguranța de sine care le lipsea cu câteva","conversatii alese, oamenii isi reluau siguranta de sine care le lipsea cu cateva"
ceasuri mai înainte pe străzile negre ale orașului. Hainele alungau ciuma.,ceasuri mai inainte pe strazile negre ale orasului. Hainele alungau ciuma.
"În actul întâi, Orfeu se vaită cu ugurință, câteva femei în tunici își comentau cu","In actul intai, Orfeu se vaita cu ugurinta, cateva femei in tunici isi comentau cu"
grație nefericirea și iubirea era cântată în mici arii. Sala reacționa cu însuflețire,gratie nefericirea si iubirea era cantata in mici arii. Sala reactiona cu insufletire
"discretă. Abia dacă se observă că Orfeu introducea, fn aria lui din actul al doilea,","discreta. Abia daca se observa ca Orfeu introducea, fn aria lui din actul al doilea,"
tremolouri care nu figurau în text și îi cerea cu un ușor acces de patetism,tremolouri care nu figurau in text si ii cerea cu un usor acces de patetism
stăpânului Infernului să se lase înduioșat de vaietele sale. Unele gesturi sincopate,stapanului Infernului sa se lase induiosat de vaietele sale. Unele gesturi sincopate
"care îi scăpaseră, celor mai pricepuți li s-au părut un efect de stilizare care se","care ii scapasera, celor mai priceputi li s-au parut un efect de stilizare care se"
adaugă și el la interpretarea cântărețului.,adauga si el la interpretarea cantaretului.
A fost nevoie de marele duet al lui Orfeu și Euridice din actul al treilea (era,A fost nevoie de marele duet al lui Orfeu si Euridice din actul al treilea (era
momentul în care Euridice fugea de iubitul ei) pentru că o anume surpriza sa,momentul in care Euridice fugea de iubitul ei) pentru ca o anume surpriza sa
"străbătă sala. i, ca și când cântărețul n-ar fi așteptat decât această mișcare a","strabata sala. i, ca si cand cantaretul n-ar fi asteptat decat aceasta miscare a"
"publicului său și mai exact încă, ca și când rumoarea care venea de la parter ar fi","publicului sau si mai exact inca, ca si cand rumoarea care venea de la parter ar fi"
"confirmat parcă ceea ce simțea, el și-a ales un moment ca să înainteze spre","confirmat parca ceea ce simtea, el si-a ales un moment ca sa inainteze spre"
"rampa într-un fel grotesc, cu brațele și picioarele fndepărtate, în costumul său","rampa intr-un fel grotesc, cu bratele si picioarele fndepartate, in costumul sau"
antic și să se prăbușească în mijlocul decorului păstoresc care nu încetase,antic si sa se prabuseasca in mijlocul decorului pastoresc care nu incetase
"niciodată să fie anacronic, dar care, în ochii spectatorilor, a devenit anacronic","niciodata sa fie anacronic, dar care, in ochii spectatorilor, a devenit anacronic"
"abia acum și într-un fel cumplit. Caici, în aceeași clipă, orchestra s-a oprit, cei de","abia acum si intr-un fel cumplit. Caici, in aceeasi clipa, orchestra s-a oprit, cei de"
"la parter s-au ridicat și au început să părăsească încet sala, mai fntâi în linigte, așa","la parter s-au ridicat si au inceput sa paraseasca incet sala, mai fntai in linigte, asa"
cum se iese dintr-o biserică după slujbă sau dintr-o cameră mortuară după o,cum se iese dintr-o biserica dupa slujba sau dintr-o camera mortuara dupa o
"vizita, femeile strângându-și rochiile și ieșind cu capul plecat, bărbații","vizita, femeile strangandu-si rochiile si iesind cu capul plecat, barbatii"
"conducându-le și ținându-le de cot, ferindu-le să se lovească de strapontine. Dar,","conducandu-le si tinandu-le de cot, ferindu-le sa se loveasca de strapontine. Dar,"
"încetul cu încetul, mișcarea s-a precipitat, șoaptele au devenit exclamații și","incetul cu incetul, miscarea s-a precipitat, soaptele au devenit exclamatii si"
mulțimea a fnceput să curgă spre ieșiri și s-a îngrămădit în fața lor ca să,multimea a fnceput sa curga spre iesiri si s-a ingramadit in fata lor ca sa
"stârșească prin a se înghionți fntre uși țipând. Cottard și Tarrou, care doar se","starseasca prin a se inghionti fntre usi tipand. Cottard si Tarrou, care doar se"
"ridicaseră, stăteau singuri în fața uneia dintre imaginile a ceea ce era viața lor de","ridicasera, stateau singuri in fata uneia dintre imaginile a ceea ce era viata lor de"
"atunci: ciuma pe scenă, sub înfățișarea unui actor dezarticulat și, în sală, tot luxul","atunci: ciuma pe scena, sub infatisarea unui actor dezarticulat si, in sala, tot luxul"
"devenit inutil, sub formă de evantaiuri uitate și de dantele atârnând pe roșul","devenit inutil, sub forma de evantaiuri uitate si de dantele atarnand pe rosul"
fotoliilor.,fotoliilor.
"În timpul primelor zile ale lunii septembrie, Rambert lucrase sârguincios alături","In timpul primelor zile ale lunii septembrie, Rambert lucrase sarguincios alaturi"
de Rieux. El ceruse numai o învoire de-o zi când trebuia să se întâlnească cu,de Rieux. El ceruse numai o invoire de-o zi cand trebuia sa se intalneasca cu
Gonzales și cu cei doi tineri fn fața liceului de băieți.,Gonzales si cu cei doi tineri fn fata liceului de baieti.
